ID,WORD,SCORE
0,БЕСПОДОБНЫЙ,0.963
1,НЕВНЯТНЫЙ,0.953
3,ОБАЛДЕННЫЙ,0.9329999999999999
7,ОТВРАТНЫЙ,0.92
8,НЕЖНЫЙ,0.9159999999999999
9,ПОСРЕДСТВЕННЫЙ,0.912
10,ШИКАРНЫЙ,0.9079999999999999
11,НЕЛОГИЧНЫЙ,0.9059999999999999
12,КЛЕВЫЙ,0.898
13,СРЕДНЕНЬКИЙ,0.895
14,НЕПОНЯТНЫЙ,0.895
15,СЛАБЕНЬКИЙ,0.892
16,НЕЕСТЕСТВЕННЫЙ,0.89
19,НЕПЛОХОЙ,0.885
21,ПРЕВОСХОДНЫЙ,0.8809999999999999
22,НЕОДНОЗНАЧНЫЙ,0.879
23,ПРИКОЛЬНЫЙ,0.878
24,НЕОБЫЧНЫЙ,0.878
25,КРАСОЧНЫЙ,0.8759999999999999
26,БЕССМЫСЛЕННЫЙ,0.872
27,НЕРЕАЛЬНЫЙ,0.872
28,НЕОЖИДАННЫЙ,0.872
29,КЛАССНЫЙ,0.871
30,ОФИГИТЕЛЬНЫЙ,0.8690000000000001
31,НЕПРЕДСКАЗУЕМЫЙ,0.8690000000000001
32,ИЗУМИТЕЛЬНЫЙ,0.8640000000000001
33,НЕУДОБНЫЙ,0.862
35,ТУПОЙ,0.8540000000000001
36,УБОГИЙ,0.853
37,ПРОСТЕНЬКИЙ,0.852
39,НЕЛЕПЫЙ,0.848
41,БЕСПОЛЕЗНЫЙ,0.847
42,БЕЗУПРЕЧНЫЙ,0.846
43,НЕПРИВЫЧНЫЙ,0.846
44,УДАЧНЫЙ,0.846
45,НЕТОРОПЛИВЫЙ,0.843
47,ОДНОЗНАЧНЫЙ,0.841
48,НЕКРАСИВЫЙ,0.841
49,НЕНУЖНЫЙ,0.841
51,ОДНОРАЗОВЫЙ,0.836
53,ЗАМЕЧАТЕЛЬНЫЙ,0.836
54,ЧУДЕСНЫЙ,0.8340000000000001
56,ОТВРАТИТЕЛЬНЫЙ,0.833
57,НЕПРИЯТНЫЙ,0.83
58,НЕВЗРАЧНЫЙ,0.83
61,ВОСХИТИТЕЛЬНЫЙ,0.8270000000000001
62,РЕАЛИСТИЧНЫЙ,0.825
63,НЕВЕРОЯТНЫЙ,0.8220000000000001
64,ДОБРОТНЫЙ,0.8220000000000001
67,ТУПОВАТЫЙ,0.82
68,СИМПАТИЧНЫЙ,0.8190000000000001
69,ХУДОЙ,0.815
74,БАНАЛЬНЫЙ,0.8059999999999999
75,СКУЧНЫЙ,0.8059999999999999
76,ИДИОТСКИЙ,0.8059999999999999
77,ОТСТОЙНЫЙ,0.8059999999999999
78,ДИНАМИЧНЫЙ,0.804
80,НЕСТАНДАРТНЫЙ,0.799
82,НЕУДАЧНЫЙ,0.7979999999999999
86,ГЕНИАЛЬНЫЙ,0.795
87,ЛЮБИМЫЙ,0.794
88,НЕМАЛОВАЖНЫЙ,0.7929999999999999
90,ЛОГИЧНЫЙ,0.7909999999999999
92,ГАРМОНИЧНЫЙ,0.7859999999999999
93,ЗАБАВНЫЙ,0.784
94,КРУТОЙ,0.782
96,СЛАБОВАТЫЙ,0.7809999999999999
97,СМЕШНОЙ,0.777
99,УДИВИТЕЛЬНЫЙ,0.775
100,БЕСКОНЕЧНЫЙ,0.775
103,ПОШЛЫЙ,0.772
107,БЛЕСТЯЩИЙ,0.768
108,БРЕДОВЫЙ,0.767
109,ПРЕДСКАЗУЕМЫЙ,0.763
110,НЕПОДХОДЯЩИЙ,0.7609999999999999
112,ПОНЯТНЫЙ,0.759
114,СТЫДНЫЙ,0.757
115,ВЕЛИКОЛЕПНЫЙ,0.757
117,ПЛОХОЙ,0.7559999999999999
118,НЕДОВОЛЬНЫЙ,0.754
120,ДОВОЛЬНЫЙ,0.752
121,ТЕРПИМЫЙ,0.7509999999999999
123,УЖАСНЫЙ,0.75
124,ГЛУБОКИЙ,0.748
125,БЕЗУМНЫЙ,0.746
126,ПРИМИТИВНЫЙ,0.746
127,ОРИГИНАЛЬНЫЙ,0.7440000000000001
129,РАСКРЫТЫЙ,0.741
130,НЕИНТЕРЕСНЫЙ,0.741
132,ОТЛИЧНЫЙ,0.738
133,СВОЕОБРАЗНЫЙ,0.736
134,ОДНООБРАЗНЫЙ,0.736
135,НЕЗАТЕЙЛИВЫЙ,0.735
136,СТИЛЬНЫЙ,0.735
137,НЕГАТИВНЫЙ,0.735
139,КОРЯВЫЙ,0.735
140,ИСКРЕННИЙ,0.735
141,ДОСТОЙНЫЙ,0.7340000000000001
142,СПЛОШНОЙ,0.7340000000000001
143,НЕНАВЯЗЧИВЫЙ,0.733
146,БЕЗДАРНЫЙ,0.733
149,ДУРАЦКИЙ,0.731
150,НЕСПЕШНЫЙ,0.73
151,НОВЕНЬКИЙ,0.7290000000000001
152,ОДНОТИПНЫЙ,0.7290000000000001
155,ОФИГЕННЫЙ,0.725
157,ХРЕНОВЫЙ,0.723
158,СТАТИЧНЫЙ,0.723
159,ПОТРЯСНЫЙ,0.723
160,СТАНДАРТНЫЙ,0.722
161,НЕПРАВИЛЬНЫЙ,0.722
162,БЕСТОЛКОВЫЙ,0.721
163,УВЛЕКАТЕЛЬНЫЙ,0.72
164,УНЫЛЫЙ,0.7190000000000001
166,ПЛОСКИЙ,0.718
168,НЕОБЫКНОВЕННЫЙ,0.715
169,ЖУТКИЙ,0.715
171,НЕПОВТОРИМЫЙ,0.7140000000000001
173,НЕЗАМЫСЛОВАТЫЙ,0.713
175,ПРИЯТНЫЙ,0.7120000000000001
177,НЕЗНАЧИТЕЛЬНЫЙ,0.708
181,ОТКРОВЕННЫЙ,0.706
183,НЕСОМНЕННЫЙ,0.7040000000000001
184,НАСЫЩЕННЫЙ,0.7020000000000001
186,КАЧЕСТВЕННЫЙ,0.7
188,ВМЕНЯЕМЫЙ,0.698
191,ЗАПУТАННЫЙ,0.696
193,СОЧНЫЙ,0.6940000000000001
194,СУПЕР,0.6940000000000001
195,ОДИНАКОВЫЙ,0.6940000000000001
198,СУБЪЕКТИВНЫЙ,0.6920000000000001
199,НЕСЛОЖНЫЙ,0.6920000000000001
201,БЕССПОРНЫЙ,0.691
202,ГРУСТНЫЙ,0.691
203,ТОЛКОВЫЙ,0.69
204,ОСОБЕННЫЙ,0.69
205,ПРИЛИЧНЫЙ,0.69
206,КЛАСНЫЙ,0.688
207,ТОНКИЙ,0.688
208,ЖАЛКИЙ,0.6859999999999999
209,ГЛУПЫЙ,0.685
210,НЕОПИСУЕМЫЙ,0.685
211,ПОЗИТИВНЫЙ,0.6829999999999999
213,НЕОПРАВДАННЫЙ,0.6809999999999999
215,СЛОЖНЫЙ,0.68
216,ИДЕАЛЬНЫЙ,0.679
218,НЕПЕРЕДАВАЕМЫЙ,0.6779999999999999
221,ПРОСТОВАТЫЙ,0.677
222,УМНЫЙ,0.6759999999999999
223,МИЛЫЙ,0.6759999999999999
225,ЯРКИЙ,0.675
226,НЕЗАМЕНИМЫЙ,0.675
227,СЛАБЫЙ,0.675
234,ПОЛЕЗНЫЙ,0.6659999999999999
235,ШУМНЫЙ,0.664
236,НЕХОРОШИЙ,0.664
238,НАСТОЛЬНЫЙ,0.6629999999999999
241,СЮЖЕТНЫЙ,0.6609999999999999
244,НЕПРОСТОЙ,0.659
245,НОРМАЛЬНЫЙ,0.6579999999999999
246,НУДНЫЙ,0.657
249,НЕПРОДУМАННЫЙ,0.655
252,СВЕТЛЫЙ,0.653
253,НЕВЫНОСИМЫЙ,0.653
255,ТИПИЧНЫЙ,0.6509999999999999
258,РАВНОДУШНЫЙ,0.65
261,МУТНЫЙ,0.648
262,НЕЗАМЕТНЫЙ,0.647
266,СКУЧНОВАТЫЙ,0.642
267,СТРАШНЫЙ,0.642
268,НЕПРИЛИЧНЫЙ,0.642
270,ВЯЛЫЙ,0.6409999999999999
272,ПЛАВНЫЙ,0.6409999999999999
273,БЛЕДНЫЙ,0.638
277,ЭФФЕКТНЫЙ,0.636
278,СКАЗОЧНЫЙ,0.635
280,НАЧИНАЮЩИЙ,0.634
283,ИНТЕРЕСНЫЙ,0.632
284,БЕЗОБРАЗНЫЙ,0.632
286,СЕРЫЙ,0.629
288,ВНЯТНЫЙ,0.628
290,КОШМАРНЫЙ,0.627
291,АДЕКВАТНЫЙ,0.626
293,НЕАДЕКВАТНЫЙ,0.625
296,СТАРЕНЬКИЙ,0.623
297,РАСТЯНУТЫЙ,0.622
298,ИНТУИТИВНЫЙ,0.621
300,ШЕДЕВРАЛЬНЫЙ,0.62
301,СРАВНИМЫЙ,0.619
302,СНОСНЫЙ,0.618
303,ЧУТКИЙ,0.618
305,НЕВОЗМОЖНЫЙ,0.616
307,ПЕРЕЧИСЛЕННЫЙ,0.615
308,ХИЛЫЙ,0.615
309,ОТМЕННЫЙ,0.613
310,НЕОБХОДИМЫЙ,0.613
312,РАЗНООБРАЗНЫЙ,0.611
313,БЕЗЛИКИЙ,0.609
314,ПРАВДОПОДОБНЫЙ,0.609
319,НЕБОЛЬШОЙ,0.605
321,СПЕЦИФИЧНЫЙ,0.601
322,ПОРАЗИТЕЛЬНЫЙ,0.601
324,ЧУМОВОЙ,0.6
325,ПУСТОЙ,0.599
327,РЕДКОСТНЫЙ,0.597
328,ПРАВИЛЬНЫЙ,0.597
331,НЕОБЫЧАЙНЫЙ,0.594
332,НЕВООБРАЗИМЫЙ,0.594
334,МЕРЗКИЙ,0.591
335,УМОПОМРАЧИТЕЛЬНЫЙ,0.59
338,ЛИШНИЙ,0.5870000000000001
339,ЗДОРОВСКИЙ,0.5870000000000001
341,ИЗЛИШНИЙ,0.586
342,ВЦЕЛЫЙ,0.585
343,БЕСЧИСЛЕННЫЙ,0.584
344,ПЕЧАЛЬНЫЙ,0.584
345,КРАСИВЫЙ,0.583
346,ТУСКЛЫЙ,0.5820000000000001
347,АКТУАЛЬНЫЙ,0.5820000000000001
348,СПОРНЫЙ,0.5820000000000001
352,СВЕЖИЙ,0.58
354,НЕИМОВЕРНЫЙ,0.579
356,НАТУРАЛЬНЫЙ,0.578
358,ВТОРОСТЕПЕННЫЙ,0.5760000000000001
360,НЕПОДГОТОВЛЕННЫЙ,0.575
362,УМЕЛЫЙ,0.574
365,НАИВНЫЙ,0.573
372,МРАЧНЫЙ,0.57
377,ГРАМОТНЫЙ,0.568
378,ЭЛЕМЕНТАРНЫЙ,0.5670000000000001
379,РАЗМЫТЫЙ,0.5660000000000001
380,РУЧНОЙ,0.5660000000000001
381,НЕПОДРАЖАЕМЫЙ,0.5660000000000001
382,СУМАСШЕДШИЙ,0.565
383,ФАНТАСТИЧЕСКИЙ,0.565
384,СТОЯЩИЙ,0.564
385,ЭМОЦИОНАЛЬНЫЙ,0.564
387,ЛЕНИВЫЙ,0.563
393,НЕЛИНЕЙНЫЙ,0.561
396,ДУШЕВНЫЙ,0.5589999999999999
397,ПРИВЫЧНЫЙ,0.5589999999999999
402,КЛАССИЧЕСКИЙ,0.557
405,НЕПОСРЕДСТВЕННЫЙ,0.556
406,ПОДХОДЯЩИЙ,0.556
407,БЕЗОТКАЗНЫЙ,0.555
409,СЫРОЙ,0.5539999999999999
410,НАВЯЗЧИВЫЙ,0.5539999999999999
412,НЕУВЕРЕННЫЙ,0.552
414,ДАМСКИЙ,0.551
415,СКУДНЫЙ,0.551
416,ХИТРЫЙ,0.551
417,УСТАРЕВШИЙ,0.551
418,ЗАТЯНУТЫЙ,0.551
419,СПЕЦИФИЧЕСКИЙ,0.55
421,УТОМИТЕЛЬНЫЙ,0.5489999999999999
422,ЗАНУДНЫЙ,0.5489999999999999
423,ЯСНЫЙ,0.5479999999999999
426,ПАРШИВЫЙ,0.547
427,ВТОРИЧНЫЙ,0.547
428,ВОБЩИЙ,0.546
429,БЕСПЛАТНЫЙ,0.545
431,БИТЫЙ,0.545
432,МАЛОИЗВЕСТНЫЙ,0.544
435,СИМПОТИЧНЫЙ,0.544
436,УНИКАЛЬНЫЙ,0.5429999999999999
437,ЗАУМНЫЙ,0.5429999999999999
438,ПОХОЖИЙ,0.5429999999999999
440,ВКУСНЫЙ,0.542
446,НЕРОВНЫЙ,0.539
447,БЕЗУСЛОВНЫЙ,0.539
449,СООТВЕТСТВУЮЩИЙ,0.539
453,БОДРЫЙ,0.536
458,ПЛЮСОВЫЙ,0.534
459,ВЫДАЮЩИЙСЯ,0.5329999999999999
460,РОВНЫЙ,0.5329999999999999
462,НЕЗАБЫВАЕМЫЙ,0.5329999999999999
463,ЛЮБЯЩИЙ,0.532
464,ЖЕЛАТЕЛЬНЫЙ,0.532
465,АФИГЕННЫЙ,0.532
468,ШАБЛОННЫЙ,0.531
469,ЗАНЯТНЫЙ,0.53
475,ПОТЕРЯННЫЙ,0.529
478,НЕПРЕРЫВНЫЙ,0.528
479,НЕМЫСЛИМЫЙ,0.528
480,ОЧЕВИДНЫЙ,0.527
483,ДОСТУПНЫЙ,0.526
484,НЕОПЫТНЫЙ,0.525
492,СИЛЬНЫЙ,0.523
494,ПОДРОБНЫЙ,0.522
495,МЫЛЬНЫЙ,0.522
496,УДОБНЫЙ,0.522
497,ТОЧНЫЙ,0.521
500,КОРРЕКТНЫЙ,0.52
501,РАЗУМНЫЙ,0.52
502,НЕМАЛЫЙ,0.52
503,МНОГООБЕЩАЮЩИЙ,0.52
505,ДЛИННЫЙ,0.519
507,НЕМОЙ,0.518
508,УЖАСАЮЩИЙ,0.518
510,ЗАНИМАТЕЛЬНЫЙ,0.517
511,ПОВЕРХНОСТНЫЙ,0.517
513,УВЕРЕННЫЙ,0.517
514,ГЛЮЧНЫЙ,0.516
515,ЦЕННЫЙ,0.516
517,НЕЗНАКОМЫЙ,0.516
518,СЛЕПОЙ,0.515
520,САМОСТОЯТЕЛЬНЫЙ,0.515
522,ВИНОВАТЫЙ,0.515
526,НЕТРИВИАЛЬНЫЙ,0.514
528,ПРИНЦИПИАЛЬНЫЙ,0.514
530,ПРЕСНЫЙ,0.513
532,ДОШЛЫЙ,0.512
535,МЕЛКИЙ,0.511
539,СКРЫТЫЙ,0.511
543,УГОДНЫЙ,0.508
544,СТРАННЫЙ,0.508
546,ПОПУЛЯРНЫЙ,0.507
547,ХВАЛЕБНЫЙ,0.507
548,НЕКОРРЕКТНЫЙ,0.507
549,ЗАМЕТНЫЙ,0.506
551,ЧЕСТНЫЙ,0.505
552,ЯВНЫЙ,0.504
553,ЧУДНЫЙ,0.504
554,ФИЗИЧЕСКИЙ,0.504
556,НЕЖИВОЙ,0.503
557,МЕДЛЕННЫЙ,0.503
562,ДИКИЙ,0.503
564,ЛОГИЧЕСКИЙ,0.502
566,БЕССМЕРТНЫЙ,0.502
567,НЕВАЖНЫЙ,0.501
568,ХРУПКИЙ,0.501
569,БРАВЫЙ,0.501
570,СУЩЕСТВЕННЫЙ,0.501
573,ПРЕДВЗЯТЫЙ,0.501
575,ТУГОЙ,0.5
576,МНОГОГРАННЫЙ,0.499
578,ПРИМЕЧАТЕЛЬНЫЙ,0.499
580,МАЛОВАЖНЫЙ,0.498
581,ИЗЯЩНЫЙ,0.498
582,ЧИТАЕМЫЙ,0.498
583,ВООБЩИЙ,0.49700000000000005
584,МОМЕНТАЛЬНЫЙ,0.49700000000000005
585,НЕСЧАСТНЫЙ,0.49700000000000005
588,СТОЙКИЙ,0.496
589,УМЕСТНЫЙ,0.495
590,ОГРАНИЧЕННЫЙ,0.494
591,НЕХИЛЫЙ,0.494
592,НЕУСТОЙЧИВЫЙ,0.493
594,СОЛНЕЧНЫЙ,0.493
599,СБАЛАНСИРОВАННЫЙ,0.489
601,ГЛЯНЦЕВЫЙ,0.489
604,НЕВЫРАЗИТЕЛЬНЫЙ,0.489
605,МНОГОЧИСЛЕННЫЙ,0.488
606,АКТИВНЫЙ,0.488
607,НЕЯРКИЙ,0.488
608,АТМОСФЕРНЫЙ,0.488
610,РЕДКИЙ,0.48700000000000004
611,ПРОФЕССИОНАЛЬНЫЙ,0.48700000000000004
616,ОТРИЦАТЕЛЬНЫЙ,0.485
617,СПОКОЙНЫЙ,0.485
618,ВИДНЫЙ,0.485
619,СХОЖИЙ,0.484
620,ТРУДНЫЙ,0.484
621,МОЩНЫЙ,0.484
622,НЕОГРАНИЧЕННЫЙ,0.484
624,НИКАКУЩИЙ,0.483
625,ПРАКТИЧНЫЙ,0.483
626,МРАЧНОВАТЫЙ,0.483
627,БЕСПОЩАДНЫЙ,0.483
628,НЕОСПОРИМЫЙ,0.483
629,НЕВЕДОМЫЙ,0.483
630,ВОСТОРЖЕННЫЙ,0.483
635,ХОРШИЙ,0.48100000000000004
636,ПОГАНЫЙ,0.48100000000000004
638,НЕЙТРАЛЬНЫЙ,0.48100000000000004
639,КОЛОРИТНЫЙ,0.48100000000000004
640,ПРОТИВОРЕЧИВЫЙ,0.48100000000000004
641,УЮТНЫЙ,0.48
642,НЕОРДИНАРНЫЙ,0.48
643,СРЕДНИЙ,0.48
644,ЛЮБОПЫТНЫЙ,0.48
648,ФИРМЕННЫЙ,0.479
649,УБОЙНЫЙ,0.479
650,КОРОТКИЙ,0.478
651,УШЛЫЙ,0.478
655,СЧАСТЛИВЫЙ,0.47700000000000004
656,СКУЧЕННЫЙ,0.47600000000000003
659,ПОЗНАВАТЕЛЬНЫЙ,0.47600000000000003
660,ПРЕКРАСНЫЙ,0.474
662,ЧУВСТВИТЕЛЬНЫЙ,0.473
664,БЕЗБАШЕННЫЙ,0.473
666,ГЛАМУРНЫЙ,0.473
672,НЕПОХОЖИЙ,0.47100000000000003
676,ВЫРАЗИТЕЛЬНЫЙ,0.47
677,ИНТЕРЕСТНЫЙ,0.47
678,ПРОТИВОПОКАЗАННЫЙ,0.47
679,ВАЖНЫЙ,0.47
680,СКОЛЬЗКИЙ,0.469
681,ПРИТЯГАТЕЛЬНЫЙ,0.469
682,СВОЙСТВЕННЫЙ,0.469
683,ЛИНЕЙНЫЙ,0.469
687,НЕНОРМАЛЬНЫЙ,0.46799999999999997
688,ВИДИМЫЙ,0.46799999999999997
691,НЕВЕСОМЫЙ,0.46799999999999997
692,ЗАКРЫТЫЙ,0.46799999999999997
694,ЧИТАБЕЛЬНЫЙ,0.46799999999999997
696,СЫРОВАТЫЙ,0.467
697,РЕЗКИЙ,0.466
699,ВОЛШЕБНЫЙ,0.465
701,НЕДУРНОЙ,0.465
702,ОБЯЗАТЕЛЬНЫЙ,0.465
703,БЕДНЫЙ,0.465
705,НЕСКОНЧАЕМЫЙ,0.46399999999999997
718,ПОВСЕДНЕВНЫЙ,0.461
723,НЕСУЩЕСТВЕННЫЙ,0.46
725,ИСКУССТВЕННЫЙ,0.45899999999999996
728,ЗНАЮЩИЙ,0.45899999999999996
731,ПРИЕМЛЕМЫЙ,0.45899999999999996
732,ВНИМАТЕЛЬНЫЙ,0.45799999999999996
735,НЕПРОСТИТЕЛЬНЫЙ,0.457
736,НЕВЫСОКИЙ,0.457
739,ЧАСТЫЙ,0.456
740,ДРУЖЕЛЮБНЫЙ,0.456
741,ПРАВДИВЫЙ,0.456
743,НЕПРИТЯЗАТЕЛЬНЫЙ,0.455
745,КОРОТЕНЬКИЙ,0.45399999999999996
749,СТАРЫЙ,0.45299999999999996
751,ГРОМКИЙ,0.452
752,БОГАТЫЙ,0.452
755,РОДНОЙ,0.452
756,ЖИЗНЕННЫЙ,0.452
759,ПРОТИВНЫЙ,0.451
760,ЗАДУМЧИВЫЙ,0.451
761,ЗЕРКАЛЬНЫЙ,0.45
762,ТЯЖЕЛОВАТЫЙ,0.45
764,ХАРИЗМАТИЧНЫЙ,0.45
765,НЕВЕРНЫЙ,0.45
767,ПРИГОДНЫЙ,0.449
770,ВСЯЧЕСКИЙ,0.449
771,МЯГКИЙ,0.449
773,НЕУКЛЮЖИЙ,0.449
774,НЕРВНЫЙ,0.44799999999999995
775,ОТКРЫТЫЙ,0.44799999999999995
776,ТЯНУТЫЙ,0.44799999999999995
777,НЕЗАВИСИМЫЙ,0.44799999999999995
778,ВОЗМОЖНЫЙ,0.44799999999999995
780,ЗНАКОМЫЙ,0.44799999999999995
784,ДОБРЫЙ,0.447
785,СКРОМНЫЙ,0.447
786,ПАФОСНЫЙ,0.447
788,ГЛУХОЙ,0.446
792,НЕПОЛНЫЙ,0.445
796,ЗАУРЯДНЫЙ,0.445
797,ПРИСУЩИЙ,0.445
800,КОНТРАСТНЫЙ,0.444
803,ЧИСТЫЙ,0.442
805,РОМАНТИЧНЫЙ,0.442
806,ИСКУСТВЕННЫЙ,0.442
808,УКАЗАННЫЙ,0.441
810,НЕДОСТУПНЫЙ,0.441
812,НУЖНЫЙ,0.439
813,НЕДОСТАТОЧНЫЙ,0.439
815,ПРИВЛЕКАТЕЛЬНЫЙ,0.43799999999999994
817,БЕЗГРАНИЧНЫЙ,0.43799999999999994
818,ОБЪЕКТИВНЫЙ,0.43700000000000006
819,ДОПУСТИМЫЙ,0.43700000000000006
821,ВДУМЧИВЫЙ,0.436
823,РАСПЛЫВЧАТЫЙ,0.436
825,ДУРНОЙ,0.435
827,НЕКАЧЕСТВЕННЫЙ,0.435
831,УМЕРЕННЫЙ,0.434
833,ЧЕЛОВЕЧНЫЙ,0.434
834,ТРЕБОВАТЕЛЬНЫЙ,0.433
836,ЖЕНСТВЕННЫЙ,0.433
837,ДРАМАТИЧНЫЙ,0.433
838,МОДНЫЙ,0.433
839,ЛЮБИМЕЙШИЙ,0.43200000000000005
840,КАРТОННЫЙ,0.43200000000000005
842,ДЕТСКИЙ,0.43200000000000005
844,ВЕЧНЫЙ,0.43200000000000005
845,ГРОМОЗДКИЙ,0.43200000000000005
847,ХОРОШИЙ,0.431
848,НАДУМАННЫЙ,0.431
849,ЖИВУЧИЙ,0.431
850,НЕДОРОГОЙ,0.431
851,ДЕБИЛЬНЫЙ,0.431
853,КРАСНЫЙ,0.43
854,ПРИСТОЙНЫЙ,0.43
855,КОМФОРТНЫЙ,0.43
860,ПРЯМОЛИНЕЙНЫЙ,0.429
861,ЕДИНЫЙ,0.429
863,ПРОЧНЫЙ,0.429
865,НЕДАВНИЙ,0.429
866,НАЧАЛЬНЫЙ,0.428
867,НЕКАЗИСТЫЙ,0.428
869,ШУСТРЫЙ,0.428
871,ИЗВЕСТНЫЙ,0.42700000000000005
874,ВЫГОДНЫЙ,0.42700000000000005
876,ЗНАКОВЫЙ,0.42700000000000005
881,ПРОДОЛЖИТЕЛЬНЫЙ,0.426
883,ОМЕРЗИТЕЛЬНЫЙ,0.425
884,ФИЛОСОФСКИЙ,0.425
